DateTime,AddedIPs,RemovedIPs
1552080259,0,1
1552102120,1,0
1552146020,1,1
1552167861,1,0
1552189951,0,2
1552211792,1,0
1552233749,2,2
1552321728,1,0
1552365639,1,0
1552387713,1,2
1552409794,1,1
1552475773,0,2
1552497650,0,3
1552519693,1,0
1552541543,0,1
1552563634,1,0
1552585484,2,0
1552629410,1,1
1552651532,1,1
1552717472,1,0
1552739318,1,0
1552783212,0,1
1552805076,1,0
1552827158,3,0
1552860202,1,0
1552882152,1,0
1552904182,1,0
1552926283,1,0
1552948373,2,0
1552970433,0,1
1552992499,1,0
1553036189,0,1
1553058210,1,0
1553080344,2,0
1553102416,0,2
1553124512,3,0
1553168414,4,2
1553190500,3,1
1553212371,4,1
1553245504,1,2
1553267351,2,0
1553289390,0,1
1553311470,4,0
1553355653,1,0
1553399564,1,0
1553443774,1,793
1553465803,794,0
1553487645,1,0
1553509693,0,2
1553531556,1,0
1553553624,0,1
1553597775,1,0
1553619911,4,2
1553641941,0,1
1553664030,0,1
1553707961,0,1
1553730008,3,4
1553773736,9,1
1553795788,5,5
1553817652,0,4
1553839717,1,1
1553861782,2,2
1553927556,0,3
1553971722,1,0
1554015886,0,2
1554059787,1,0
1554081653,1,0
1554103700,0,2
1554125566,1,0
1554169486,0,1
1554191548,1,1
1554213405,0,2
1554235468,3,2
1554279409,0,1
1554323577,1,0
1554345632,0,2
1554389567,1,10
1554411870,0,4
1554433725,1,0
1554456031,0,1
1554499964,5,0
1554522039,0,1
1554588045,1,31
1554631952,0,1
1554653795,3,0
1554675651,0,6
1554719561,0,1
1554741613,1,1
1554764597,2,1
1554786528,2,0
1554808584,3,1
1554830433,2,1
1554852516,0,1
1554896434,2,1
1554918500,1,2
1554940343,0,265
1554962350,1,0
1554984261,0,1
1555006119,0,1
1555028187,1,0
1555050297,1,2
1555072349,1,0
1555094426,0,1
1555116518,1,0
1555138576,0,5
1555160578,3,0
1555182516,2,0
1555204361,1,1
1555226445,3,2
1555248501,1,2
1555270358,7,1
1555292201,1,0
1555314272,1,1
1555336358,1,1
1555391778,0,1
1555413655,0,2
1555435710,2,1
1555457806,0,1
1555479861,0,1
1555501710,1,1
1555523791,0,1
1555545657,2,2
1555589562,1,1
1555611624,0,1
1555633473,1,1
1555655658,0,1
1555699731,1,0
1555721774,0,1
1555743664,1,0
1555765695,0,1
1555787545,1,1
1555809387,0,1
1555831239,1,1
1555853325,1,0
1555875371,0,7
1555897216,0,1
1555940911,0,1
1555962752,1,0
1556028744,0,2
1556050603,1,0
1556116850,0,1
1556138896,1,0
1556160749,2,1
1556182858,1,0
1556204932,1,0
1556227003,0,1
1556270888,1,2
1556336916,1,1
1556358765,1,1
1556391896,2,1
1556435805,0,1
1556457865,0,852
1556479723,76,2
1556501577,777,0
1556523623,2,0
1556567777,1,1
1556589712,2,0
1556633847,1,0
1556655920,0,1
1556677942,2,0
1556743973,0,2
1556766161,1,0
1556788346,0,2
1556810202,1,0
1556832049,1,0
1556854096,1,3
1556942202,1,0
1557041063,2,0
1557085022,2,1
1557107087,0,2
1557129154,0,1
1557151345,1,1
1557173329,0,1
1557195196,1,1
1557239302,3,3
1557283458,0,1
1557305316,0,1
1557349292,0,1
1557415402,0,1
1557437291,0,1
1557459141,1,0
1557525398,1,0
1557547476,2,1
1557569334,1,1
1557591381,0,1
1557613464,2,1
1557635304,1,0
1557657376,8,0
1557679452,2,0
1557702963,0,1
1557768770,1,1
1557812669,0,1
1557834783,0,1
1557856846,0,1
1557878924,1,0
1557900790,1,0
1557967008,2,0
