DateTime,Entries,UniqueIPs
1491480449,5765,122163992
1491566845,5767,122166040
1491653244,5770,122171160
1491912464,5770,122171928
1491998843,5771,122172952
1492085240,5774,122176024
1492171642,5773,122175000
1492603651,5775,122177048
1492690042,5776,122178072
1492776439,5778,122180120
1492862842,5782,122185240
1493122048,5784,122186776
1493208449,5785,122187800
1493467646,5788,122190872
1493726843,5802,122201624
1493813247,5805,122187288
1493899654,5806,122188312
1493986051,5807,122189336
1494072460,5810,122191640
1494331683,5811,122192664
1494418071,5813,122193944
1494504468,5816,122196248
1494590846,5817,122190104
1494677245,5818,122191128
1494936457,5820,122193176
1495022854,5820,122192152
1495109244,5821,122193176
1495195646,5829,122189848
1495282046,5831,122191896
1495541291,5832,122192920
1495627646,5833,122193944
1495714044,5835,122195992
1495886840,5834,122193944
1496146041,5837,122197016
1496232443,5838,122199064
1496318846,5840,122201112
1496405244,5841,122202136
1496491645,5846,122208792
1496837250,5848,122211864
1496923672,5849,122212888
1497010042,5852,122216984
1497096441,5855,122220056
1497528460,5857,122220824
1497614868,5858,122221848
1497701247,5860,122239256
1497960441,5860,122174744
1498133242,5862,122176792
1498219644,5863,122177816
1498306043,5864,122177816
1498565241,5865,122178840
1498651645,5867,122180888
1498738071,5866,122147096
1498824441,5871,122084632
1498910849,5871,122084632
1499170042,5872,122088472
1499256446,5874,122087448
1499342849,5876,122090520
1499429245,5875,122088472
1499774845,5879,122088216
1499861244,5881,122122008
1499947661,5884,122125080
1500034046,5883,122124824
1500120444,5885,122126872
1500379662,5886,122127896
1500552444,5888,122128920
1500638849,5892,122123288
1500725243,5893,122124312
1500984446,5894,122125336
1501070849,5892,122123032
1501157243,5892,122119960
1501243646,5894,122125080
1501675644,5896,122126616
1501762047,5897,122127384
1501848451,5897,122127384
1501934848,5901,122135576
1502194049,5901,122135576
1502539647,5904,122138648
1502798848,5908,122143768
1502971648,5909,122144792
1503058045,5911,122146840
1503490047,5912,122147864
1503576449,5911,122146584
1503662858,5910,122081048
1503749252,5911,122082072
1504008457,5910,122081560
1504094851,5912,122082840
1504181252,5913,122081816
1504267651,5916,122085912
1504613296,5917,122086936
1504699655,5916,122078744
1504872456,5916,122075672
1504958932,5918,122077720
1505218059,5921,122080792
1505390850,5925,122084888
1505477254,5926,122085912
1505822850,5929,122088984
1505995649,5928,122088728
1506082050,5935,122091288
1506168450,5935,122091288
1506427645,5937,122093336
1506514047,5938,122094360
1506686849,5939,122095896
1506773247,5939,122092824
1507118848,5938,122090776
1507205244,5942,122094872
1507291654,5944,122096920
1507378049,5945,122097944
1507723652,5948,122101016
1507810051,5952,122103576
1507982846,5954,122105112
1508242051,5955,122041624
1508328456,5954,122039832
1508846853,5980,122863896
1508933257,5983,122866968
1511093251,4722,121795328
1511179666,1462,47724288
1511266090,4516,115159552
1511352451,6015,122899224
1511525252,6018,122835736
1511870859,6019,122836760
1511957260,6020,122837784
1512043673,6020,122837784
1512216522,6030,122846744
1512648465,6031,122851096
1513080457,6033,122853144
1513166860,6033,122853912
1513253264,6023,122844952
1513339666,6024,122845976
1513685258,6026,122849048
1513858063,6028,122851096
1514030864,6031,122855192
